,Year,ACCIDENT_TYPE,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,ALCOHOL_RELATED,TOTAL_PERSONS,INJ_OR_FATAL,DRIVER,OLD_DRIVER,YOUNG_DRIVER
2066,2016,No collision and no object struck,Not at intersection,Other injury accident,Other speed limit,No,1,1,0,0,0
2067,2016,No collision and no object struck,Not at intersection,Serious injury accident,100 km/hr,No,56,54,11,1,4
2068,2016,No collision and no object struck,Not at intersection,Serious injury accident,110 km/hr,No,2,2,1,0,0
2069,2016,No collision and no object struck,Not at intersection,Serious injury accident,40 km/hr,No,5,4,1,0,0
2070,2016,No collision and no object struck,Not at intersection,Serious injury accident,40 km/hr,Yes,3,2,0,0,0
2071,2016,No collision and no object struck,Not at intersection,Serious injury accident,50 km/hr,No,18,14,3,0,1
2072,2016,No collision and no object struck,Not at intersection,Serious injury accident,50 km/hr,Yes,1,1,0,0,0
2073,2016,No collision and no object struck,Not at intersection,Serious injury accident,60 km/hr,No,36,31,4,1,0
2074,2016,No collision and no object struck,Not at intersection,Serious injury accident,60 km/hr,Yes,2,2,2,0,0
2075,2016,No collision and no object struck,Not at intersection,Serious injury accident,70 km/hr,No,3,3,1,0,0
2076,2016,No collision and no object struck,Not at intersection,Serious injury accident,70 km/hr,Yes,1,1,0,0,0
2077,2016,No collision and no object struck,Not at intersection,Serious injury accident,80 km/hr,No,20,18,1,0,1
2078,2016,No collision and no object struck,Not at intersection,Serious injury accident,80 km/hr,Yes,3,3,2,0,1
2079,2016,No collision and no object struck,Not at intersection,Serious injury accident,Camping grounds or off road,No,11,11,0,0,0
2080,2016,No collision and no object struck,Not at intersection,Serious injury accident,Not known,No,37,34,4,0,1
2081,2016,No collision and no object struck,Not at intersection,Serious injury accident,Other speed limit,No,2,2,0,0,0
2082,2016,No collision and no object struck,T intersection,Other injury accident,100 km/hr,No,9,8,2,0,0
2083,2016,No collision and no object struck,T intersection,Other injury accident,30km/hr,No,1,1,0,0,0
2084,2016,No collision and no object struck,T intersection,Other injury accident,40 km/hr,No,8,6,1,0,1
2085,2016,No collision and no object struck,T intersection,Other injury accident,50 km/hr,No,23,16,6,1,0
2086,2016,No collision and no object struck,T intersection,Other injury accident,50 km/hr,Yes,2,2,0,0,0
2087,2016,No collision and no object struck,T intersection,Other injury accident,60 km/hr,No,41,30,9,1,0
2088,2016,No collision and no object struck,T intersection,Other injury accident,70 km/hr,No,3,3,0,0,0
2089,2016,No collision and no object struck,T intersection,Other injury accident,80 km/hr,No,11,10,1,0,1
2090,2016,No collision and no object struck,T intersection,Other injury accident,Camping grounds or off road,No,4,4,1,0,0
2091,2016,No collision and no object struck,T intersection,Other injury accident,Not known,No,16,13,2,0,0
2092,2016,No collision and no object struck,T intersection,Serious injury accident,100 km/hr,No,4,4,0,0,0
2093,2016,No collision and no object struck,T intersection,Serious injury accident,30km/hr,No,1,1,0,0,0
2094,2016,No collision and no object struck,T intersection,Serious injury accident,40 km/hr,No,4,3,1,0,0
2095,2016,No collision and no object struck,T intersection,Serious injury accident,50 km/hr,No,3,2,1,0,0
2096,2016,No collision and no object struck,T intersection,Serious injury accident,50 km/hr,Yes,2,2,0,0,0
2097,2016,No collision and no object struck,T intersection,Serious injury accident,60 km/hr,No,8,6,2,0,0
2098,2016,No collision and no object struck,T intersection,Serious injury accident,70 km/hr,No,4,3,0,0,0
2099,2016,No collision and no object struck,T intersection,Serious injury accident,80 km/hr,No,6,4,1,0,0
2100,2016,No collision and no object struck,T intersection,Serious injury accident,Camping grounds or off road,No,1,1,0,0,0
2101,2016,No collision and no object struck,T intersection,Serious injury accident,Not known,No,8,7,1,0,0
2102,2016,No collision and no object struck,Unknown,Other injury accident,100 km/hr,No,1,1,1,0,0
2103,2016,No collision and no object struck,Unknown,Other injury accident,Not known,No,2,2,2,0,1
2104,2016,No collision and no object struck,Y intersection,Other injury accident,100 km/hr,No,1,1,0,0,0
2105,2016,Other accident,Cross intersection,Serious injury accident,60 km/hr,No,1,1,0,0,0
2106,2016,Other accident,Multiple intersection,Serious injury accident,Camping grounds or off road,No,1,1,0,0,0
2107,2016,Other accident,Not at intersection,Other injury accident,40 km/hr,No,2,1,1,0,0
2108,2016,Other accident,Not at intersection,Other injury accident,50 km/hr,No,4,2,0,0,0
2109,2016,Other accident,Not at intersection,Other injury accident,60 km/hr,No,2,2,0,0,0
2110,2016,Other accident,Not at intersection,Other injury accident,Not known,No,1,1,1,1,0
2111,2016,Other accident,Not at intersection,Serious injury accident,100 km/hr,No,2,2,2,0,1
2112,2016,Other accident,Not at intersection,Serious injury accident,50 km/hr,No,2,1,1,0,0
2113,2016,Other accident,Not at intersection,Serious injury accident,60 km/hr,No,2,1,1,0,0
2114,2016,Other accident,Not at intersection,Serious injury accident,Not known,No,1,1,0,0,0
2115,2016,Other accident,T intersection,Other injury accident,50 km/hr,No,2,1,0,0,0
2116,2016,Other accident,T intersection,Other injury accident,Not known,No,2,1,1,0,0
2117,2016,Other accident,T intersection,Serious injury accident,60 km/hr,No,1,1,0,0,0
2118,2016,Struck Pedestrian,Cross intersection,Fatal accident,60 km/hr,No,10,5,5,0,0
2119,2016,Struck Pedestrian,Cross intersection,Fatal accident,60 km/hr,Yes,2,1,1,0,1
2120,2016,Struck Pedestrian,Cross intersection,Fatal accident,70 km/hr,No,13,6,4,0,1
2121,2016,Struck Pedestrian,Cross intersection,Other injury accident,40 km/hr,No,88,45,35,0,10
2122,2016,Struck Pedestrian,Cross intersection,Other injury accident,50 km/hr,No,114,57,42,0,8
2123,2016,Struck Pedestrian,Cross intersection,Other injury accident,60 km/hr,No,208,107,89,2,17
2124,2016,Struck Pedestrian,Cross intersection,Other injury accident,70 km/hr,No,21,12,10,0,1
2125,2016,Struck Pedestrian,Cross intersection,Other injury accident,80 km/hr,No,15,7,6,0,1
2126,2016,Struck Pedestrian,Cross intersection,Other injury accident,Not known,No,19,10,6,0,1
2127,2016,Struck Pedestrian,Cross intersection,Other injury accident,Other speed limit,No,4,2,2,0,0
2128,2016,Struck Pedestrian,Cross intersection,Serious injury accident,40 km/hr,No,63,30,25,1,3
2129,2016,Struck Pedestrian,Cross intersection,Serious injury accident,50 km/hr,No,53,29,24,1,4
2130,2016,Struck Pedestrian,Cross intersection,Serious injury accident,60 km/hr,No,105,54,48,0,7
2131,2016,Struck Pedestrian,Cross intersection,Serious injury accident,70 km/hr,No,10,5,5,0,0
2132,2016,Struck Pedestrian,Cross intersection,Serious injury accident,80 km/hr,No,18,8,7,0,5
2133,2016,Struck Pedestrian,Cross intersection,Serious injury accident,Not known,No,8,5,3,0,0
2134,2016,Struck Pedestrian,Dead end,Other injury accident,50 km/hr,No,2,1,1,0,0
2135,2016,Struck Pedestrian,Dead end,Serious injury accident,50 km/hr,No,2,2,1,0,1
2136,2016,Struck Pedestrian,Multiple intersection,Fatal accident,60 km/hr,No,2,1,1,0,0
2137,2016,Struck Pedestrian,Multiple intersection,Fatal accident,80 km/hr,No,2,1,1,0,0
2138,2016,Struck Pedestrian,Multiple intersection,Other injury accident,40 km/hr,No,4,2,0,0,0
2139,2016,Struck Pedestrian,Multiple intersection,Other injury accident,50 km/hr,No,10,6,5,0,0
2140,2016,Struck Pedestrian,Multiple intersection,Other injury accident,60 km/hr,No,14,5,2,0,0
2141,2016,Struck Pedestrian,Multiple intersection,Other injury accident,70 km/hr,No,2,1,0,0,0
2142,2016,Struck Pedestrian,Multiple intersection,Other injury accident,80 km/hr,No,2,1,1,0,0
2143,2016,Struck Pedestrian,Multiple intersection,Other injury accident,Not known,No,4,1,2,0,1
2144,2016,Struck Pedestrian,Multiple intersection,Serious injury accident,40 km/hr,No,9,4,4,0,0
2145,2016,Struck Pedestrian,Multiple intersection,Serious injury accident,60 km/hr,No,4,2,1,0,1
2146,2016,Struck Pedestrian,Multiple intersection,Serious injury accident,80 km/hr,No,3,1,1,0,0
2147,2016,Struck Pedestrian,Not at intersection,Fatal accident,100 km/hr,No,9,2,3,0,0
2148,2016,Struck Pedestrian,Not at intersection,Fatal accident,110 km/hr,No,9,2,2,0,0
2149,2016,Struck Pedestrian,Not at intersection,Fatal accident,50 km/hr,No,5,3,2,0,0
2150,2016,Struck Pedestrian,Not at intersection,Fatal accident,60 km/hr,No,15,7,5,1,0
2151,2016,Struck Pedestrian,Not at intersection,Fatal accident,60 km/hr,Yes,4,2,1,1,0
2152,2016,Struck Pedestrian,Not at intersection,Fatal accident,70 km/hr,No,2,1,1,0,0
2153,2016,Struck Pedestrian,Not at intersection,Fatal accident,80 km/hr,No,7,3,3,0,3
2154,2016,Struck Pedestrian,Not at intersection,Fatal accident,Camping grounds or off road,No,2,1,1,0,0
2155,2016,Struck Pedestrian,Not at intersection,Other injury accident,100 km/hr,No,6,5,2,0,0
2156,2016,Struck Pedestrian,Not at intersection,Other injury accident,110 km/hr,Yes,3,1,1,0,0
2157,2016,Struck Pedestrian,Not at intersection,Other injury accident,30km/hr,No,4,2,2,0,0
2158,2016,Struck Pedestrian,Not at intersection,Other injury accident,40 km/hr,No,140,69,54,1,7
2159,2016,Struck Pedestrian,Not at intersection,Other injury accident,50 km/hr,No,251,125,97,2,14
2160,2016,Struck Pedestrian,Not at intersection,Other injury accident,60 km/hr,No,172,81,69,4,10
2161,2016,Struck Pedestrian,Not at intersection,Other injury accident,70 km/hr,No,24,14,11,0,1
2162,2016,Struck Pedestrian,Not at intersection,Other injury accident,80 km/hr,No,22,8,8,0,2
2163,2016,Struck Pedestrian,Not at intersection,Other injury accident,Camping grounds or off road,No,19,10,7,0,1
2164,2016,Struck Pedestrian,Not at intersection,Other injury accident,Not known,No,70,34,26,2,0
2165,2016,Struck Pedestrian,Not at intersection,Other injury accident,Other speed limit,No,2,1,1,0,0
2166,2016,Struck Pedestrian,Not at intersection,Serious injury accident,100 km/hr,No,20,10,8,0,0
2167,2016,Struck Pedestrian,Not at intersection,Serious injury accident,30km/hr,No,1,1,0,0,0
2168,2016,Struck Pedestrian,Not at intersection,Serious injury accident,40 km/hr,No,56,28,24,1,3
2169,2016,Struck Pedestrian,Not at intersection,Serious injury accident,50 km/hr,No,215,98,81,10,10
2170,2016,Struck Pedestrian,Not at intersection,Serious injury accident,50 km/hr,Yes,7,2,2,0,1
2171,2016,Struck Pedestrian,Not at intersection,Serious injury accident,60 km/hr,No,189,89,79,2,15
2172,2016,Struck Pedestrian,Not at intersection,Serious injury accident,60 km/hr,Yes,2,1,1,0,0
2173,2016,Struck Pedestrian,Not at intersection,Serious injury accident,70 km/hr,No,53,24,22,1,8
2174,2016,Struck Pedestrian,Not at intersection,Serious injury accident,80 km/hr,No,49,22,18,0,5
2175,2016,Struck Pedestrian,Not at intersection,Serious injury accident,Camping grounds or off road,No,5,3,1,0,1
2176,2016,Struck Pedestrian,Not at intersection,Serious injury accident,Not known,No,36,19,10,0,0
2177,2016,Struck Pedestrian,Not at intersection,Serious injury accident,Not known,Yes,2,1,1,0,0
2178,2016,Struck Pedestrian,T intersection,Fatal accident,50 km/hr,No,4,2,2,0,0
2179,2016,Struck Pedestrian,T intersection,Fatal accident,60 km/hr,No,5,3,2,0,1
2180,2016,Struck Pedestrian,T intersection,Fatal accident,70 km/hr,No,2,1,1,0,0
2181,2016,Struck Pedestrian,T intersection,Fatal accident,Other speed limit,No,2,1,1,0,0
2182,2016,Struck Pedestrian,T intersection,Other injury accident,30km/hr,No,4,2,1,0,0
2183,2016,Struck Pedestrian,T intersection,Other injury accident,40 km/hr,No,65,31,23,0,4
2184,2016,Struck Pedestrian,T intersection,Other injury accident,50 km/hr,No,102,52,44,2,10
2185,2016,Struck Pedestrian,T intersection,Other injury accident,60 km/hr,No,86,43,37,0,10
2186,2016,Struck Pedestrian,T intersection,Other injury accident,60 km/hr,Yes,3,1,1,0,0
2187,2016,Struck Pedestrian,T intersection,Other injury accident,70 km/hr,No,16,8,7,0,1
2188,2016,Struck Pedestrian,T intersection,Other injury accident,80 km/hr,No,6,2,2,0,0
2189,2016,Struck Pedestrian,T intersection,Other injury accident,Not known,No,27,16,10,0,0
2190,2016,Struck Pedestrian,T intersection,Other injury accident,Other speed limit,No,6,3,2,0,0
2191,2016,Struck Pedestrian,T intersection,Serious injury accident,30km/hr,No,2,1,1,0,0
2192,2016,Struck Pedestrian,T intersection,Serious injury accident,40 km/hr,No,24,11,9,0,4
2193,2016,Struck Pedestrian,T intersection,Serious injury accident,50 km/hr,No,72,34,31,2,5
2194,2016,Struck Pedestrian,T intersection,Serious injury accident,60 km/hr,No,108,52,42,3,5
2195,2016,Struck Pedestrian,T intersection,Serious injury accident,70 km/hr,No,2,1,1,0,1
2196,2016,Struck Pedestrian,T intersection,Serious injury accident,80 km/hr,No,17,9,8,0,2
2197,2016,Struck Pedestrian,T intersection,Serious injury accident,Not known,No,5,3,1,0,0
2198,2016,Struck Pedestrian,T intersection,Serious injury accident,Other speed limit,No,2,1,1,1,0
2199,2016,Struck Pedestrian,Y intersection,Other injury accident,40 km/hr,No,2,2,1,0,1
2200,2016,Struck animal,Cross intersection,Other injury accident,100 km/hr,No,2,2,1,0,0
2201,2016,Struck animal,Cross intersection,Other injury accident,60 km/hr,No,1,1,0,0,0
2202,2016,Struck animal,Cross intersection,Serious injury accident,80 km/hr,No,1,1,1,0,1
2203,2016,Struck animal,Not at intersection,Fatal accident,100 km/hr,No,12,12,5,1,0
2204,2016,Struck animal,Not at intersection,Other injury accident,100 km/hr,No,109,77,64,0,12
2205,2016,Struck animal,Not at intersection,Other injury accident,110 km/hr,No,13,8,7,0,0
2206,2016,Struck animal,Not at intersection,Other injury accident,50 km/hr,No,2,2,0,0,0
2207,2016,Struck animal,Not at intersection,Other injury accident,60 km/hr,No,2,2,0,0,0
2208,2016,Struck animal,Not at intersection,Other injury accident,70 km/hr,No,1,1,1,0,1
2209,2016,Struck animal,Not at intersection,Other injury accident,80 km/hr,No,24,18,14,2,2
2210,2016,Struck animal,Not at intersection,Other injury accident,90 km/hr,No,3,3,2,0,1
2211,2016,Struck animal,Not at intersection,Other injury accident,Camping grounds or off road,No,2,2,0,0,0
2212,2016,Struck animal,Not at intersection,Other injury accident,Not known,No,13,12,6,0,1
2213,2016,Struck animal,Not at intersection,Serious injury accident,100 km/hr,No,39,37,18,1,3
2214,2016,Struck animal,Not at intersection,Serious injury accident,50 km/hr,No,2,2,1,0,0
2215,2016,Struck animal,Not at intersection,Serious injury accident,70 km/hr,No,1,1,0,0,0
2216,2016,Struck animal,Not at intersection,Serious injury accident,80 km/hr,No,12,11,3,0,0
2217,2016,Struck animal,Not at intersection,Serious injury accident,Camping grounds or off road,No,2,2,0,0,0
2218,2016,Struck animal,Not at intersection,Serious injury accident,Not known,No,4,4,0,0,0
2219,2016,Struck animal,T intersection,Fatal accident,100 km/hr,No,1,1,1,0,1
2220,2016,Struck animal,T intersection,Other injury accident,100 km/hr,No,9,6,4,0,2
2221,2016,Vehicle overturned (no collision),Cross intersection,Other injury accident,100 km/hr,No,7,6,3,0,3
2222,2016,Vehicle overturned (no collision),Cross intersection,Other injury accident,40 km/hr,No,2,1,1,0,0
2223,2016,Vehicle overturned (no collision),Cross intersection,Other injury accident,50 km/hr,No,9,7,2,0,0
2224,2016,Vehicle overturned (no collision),Cross intersection,Other injury accident,50 km/hr,Yes,2,2,0,0,0
2225,2016,Vehicle overturned (no collision),Cross intersection,Other injury accident,60 km/hr,No,17,15,3,0,0
2226,2016,Vehicle overturned (no collision),Cross intersection,Other injury accident,70 km/hr,No,1,1,0,0,0
2227,2016,Vehicle overturned (no collision),Cross intersection,Other injury accident,80 km/hr,No,4,4,2,0,0
2228,2016,Vehicle overturned (no collision),Cross intersection,Other injury accident,80 km/hr,Yes,2,1,1,0,1
2229,2016,Vehicle overturned (no collision),Cross intersection,Serious injury accident,100 km/hr,No,1,1,1,0,1
2230,2016,Vehicle overturned (no collision),Cross intersection,Serious injury accident,40 km/hr,No,2,1,1,0,0
2231,2016,Vehicle overturned (no collision),Cross intersection,Serious injury accident,60 km/hr,No,7,5,1,0,0
2232,2016,Vehicle overturned (no collision),Cross intersection,Serious injury accident,70 km/hr,No,5,4,1,0,0
2233,2016,Vehicle overturned (no collision),Cross intersection,Serious injury accident,80 km/hr,No,6,4,2,1,1
2234,2016,Vehicle overturned (no collision),Dead end,Other injury accident,50 km/hr,No,1,1,0,0,0
2235,2016,Vehicle overturned (no collision),Multiple intersection,Other injury accident,100 km/hr,No,2,2,0,0,0
2236,2016,Vehicle overturned (no collision),Multiple intersection,Other injury accident,60 km/hr,No,5,5,2,0,1
2237,2016,Vehicle overturned (no collision),Multiple intersection,Other injury accident,70 km/hr,No,1,1,0,0,0
2238,2016,Vehicle overturned (no collision),Multiple intersection,Other injury accident,80 km/hr,No,1,1,0,0,0
2239,2016,Vehicle overturned (no collision),Multiple intersection,Other injury accident,Camping grounds or off road,No,7,2,1,0,1
2240,2016,Vehicle overturned (no collision),Multiple intersection,Serious injury accident,100 km/hr,No,1,1,0,0,0
2241,2016,Vehicle overturned (no collision),Not at intersection,Fatal accident,100 km/hr,No,4,4,2,0,1
2242,2016,Vehicle overturned (no collision),Not at intersection,Fatal accident,110 km/hr,No,2,2,1,0,0
2243,2016,Vehicle overturned (no collision),Not at intersection,Fatal accident,60 km/hr,No,1,1,1,0,0
2244,2016,Vehicle overturned (no collision),Not at intersection,Fatal accident,Not known,No,4,4,1,0,1
2245,2016,Vehicle overturned (no collision),Not at intersection,Other injury accident,100 km/hr,No,125,109,70,1,28
2246,2016,Vehicle overturned (no collision),Not at intersection,Other injury accident,100 km/hr,Yes,8,8,6,0,2
2247,2016,Vehicle overturned (no collision),Not at intersection,Other injury accident,110 km/hr,No,12,11,7,0,2
2248,2016,Vehicle overturned (no collision),Not at intersection,Other injury accident,110 km/hr,Yes,2,2,1,0,0
2249,2016,Vehicle overturned (no collision),Not at intersection,Other injury accident,40 km/hr,No,9,6,3,0,1
2250,2016,Vehicle overturned (no collision),Not at intersection,Other injury accident,50 km/hr,No,25,22,4,0,1
2251,2016,Vehicle overturned (no collision),Not at intersection,Other injury accident,50 km/hr,Yes,1,1,1,0,0
2252,2016,Vehicle overturned (no collision),Not at intersection,Other injury accident,60 km/hr,No,81,67,21,1,13
2253,2016,Vehicle overturned (no collision),Not at intersection,Other injury accident,70 km/hr,No,12,8,4,0,3
2254,2016,Vehicle overturned (no collision),Not at intersection,Other injury accident,75 km/hr,No,2,1,1,0,1
2255,2016,Vehicle overturned (no collision),Not at intersection,Other injury accident,80 km/hr,No,40,34,15,0,5
2256,2016,Vehicle overturned (no collision),Not at intersection,Other injury accident,80 km/hr,Yes,4,4,4,0,0
2257,2016,Vehicle overturned (no collision),Not at intersection,Other injury accident,90 km/hr,No,1,1,0,0,0
2258,2016,Vehicle overturned (no collision),Not at intersection,Other injury accident,Camping grounds or off road,No,35,35,2,0,0
2259,2016,Vehicle overturned (no collision),Not at intersection,Other injury accident,Not known,No,60,51,6,0,1
2260,2016,Vehicle overturned (no collision),Not at intersection,Other injury accident,Other speed limit,No,1,1,0,0,0
2261,2016,Vehicle overturned (no collision),Not at intersection,Serious injury accident,100 km/hr,No,113,103,42,3,14
2262,2016,Vehicle overturned (no collision),Not at intersection,Serious injury accident,100 km/hr,Yes,5,5,3,0,0
2263,2016,Vehicle overturned (no collision),Not at intersection,Serious injury accident,110 km/hr,No,14,13,9,1,1
2264,2016,Vehicle overturned (no collision),Not at intersection,Serious injury accident,110 km/hr,Yes,1,1,1,0,0
2265,2016,Vehicle overturned (no collision),Not at intersection,Serious injury accident,40 km/hr,No,12,8,3,0,0
2266,2016,Vehicle overturned (no collision),Not at intersection,Serious injury accident,50 km/hr,No,14,11,2,0,0
2267,2016,Vehicle overturned (no collision),Not at intersection,Serious injury accident,50 km/hr,Yes,3,3,1,0,1
2268,2016,Vehicle overturned (no collision),Not at intersection,Serious injury accident,60 km/hr,No,40,30,10,0,5
2269,2016,Vehicle overturned (no collision),Not at intersection,Serious injury accident,60 km/hr,Yes,3,3,1,0,1
2270,2016,Vehicle overturned (no collision),Not at intersection,Serious injury accident,70 km/hr,No,3,3,1,0,0
2271,2016,Vehicle overturned (no collision),Not at intersection,Serious injury accident,80 km/hr,No,38,32,13,0,4
2272,2016,Vehicle overturned (no collision),Not at intersection,Serious injury accident,80 km/hr,Yes,1,1,1,0,1
2273,2016,Vehicle overturned (no collision),Not at intersection,Serious injury accident,Camping grounds or off road,No,12,12,1,0,0
2274,2016,Vehicle overturned (no collision),Not at intersection,Serious injury accident,Not known,No,15,14,4,0,0
2275,2016,Vehicle overturned (no collision),Not at intersection,Serious injury accident,Not known,Yes,1,1,1,0,0
2276,2016,Vehicle overturned (no collision),T intersection,Fatal accident,50 km/hr,No,1,1,0,0,0
2277,2016,Vehicle overturned (no collision),T intersection,Other injury accident,100 km/hr,No,13,10,5,0,1
2278,2016,Vehicle overturned (no collision),T intersection,Other injury accident,40 km/hr,No,6,5,1,0,1
2279,2016,Vehicle overturned (no collision),T intersection,Other injury accident,50 km/hr,No,23,18,3,0,1
2280,2016,Vehicle overturned (no collision),T intersection,Other injury accident,50 km/hr,Yes,1,1,0,0,0
2281,2016,Vehicle overturned (no collision),T intersection,Other injury accident,60 km/hr,No,31,25,8,0,3
2282,2016,Vehicle overturned (no collision),T intersection,Other injury accident,70 km/hr,No,3,1,2,0,1
2283,2016,Vehicle overturned (no collision),T intersection,Other injury accident,80 km/hr,No,11,10,1,0,0
2284,2016,Vehicle overturned (no collision),T intersection,Other injury accident,Camping grounds or off road,No,1,1,0,0,0
2285,2016,Vehicle overturned (no collision),T intersection,Other injury accident,Not known,No,10,9,1,0,1
2286,2016,Vehicle overturned (no collision),T intersection,Serious injury accident,100 km/hr,No,15,15,5,1,0
2287,2016,Vehicle overturned (no collision),T intersection,Serious injury accident,100 km/hr,Yes,1,1,1,0,0
2288,2016,Vehicle overturned (no collision),T intersection,Serious injury accident,40 km/hr,No,2,2,0,0,0
2289,2016,Vehicle overturned (no collision),T intersection,Serious injury accident,50 km/hr,No,7,6,1,1,0
2290,2016,Vehicle overturned (no collision),T intersection,Serious injury accident,60 km/hr,No,16,12,3,0,0
2291,2016,Vehicle overturned (no collision),T intersection,Serious injury accident,70 km/hr,No,3,3,1,0,0
2292,2016,Vehicle overturned (no collision),T intersection,Serious injury accident,80 km/hr,No,7,5,2,0,0
2293,2016,Vehicle overturned (no collision),T intersection,Serious injury accident,Not known,No,2,2,0,0,0
2294,2016,Vehicle overturned (no collision),Unknown,Other injury accident,100 km/hr,No,1,1,1,0,0
2295,2016,Vehicle overturned (no collision),Unknown,Other injury accident,110 km/hr,No,1,1,1,0,0
2296,2016,Vehicle overturned (no collision),Unknown,Other injury accident,50 km/hr,No,2,1,1,0,0
2297,2016,Vehicle overturned (no collision),Unknown,Other injury accident,Not known,No,1,1,0,0,0
2298,2016,Vehicle overturned (no collision),Y intersection,Serious injury accident,100 km/hr,No,1,1,0,0,0
2299,2016,collision with some other object,Cross intersection,Other injury accident,100 km/hr,No,2,1,1,0,0
2300,2016,collision with some other object,Cross intersection,Other injury accident,40 km/hr,No,1,1,0,0,0
2301,2016,collision with some other object,Cross intersection,Other injury accident,80 km/hr,No,3,1,3,0,0
2302,2016,collision with some other object,Cross intersection,Other injury accident,Not known,No,1,1,1,0,0
2303,2016,collision with some other object,Cross intersection,Serious injury accident,Camping grounds or off road,No,1,1,0,0,0
2304,2016,collision with some other object,Dead end,Fatal accident,50 km/hr,No,1,1,1,0,0
2305,2016,collision with some other object,Not at intersection,Other injury accident,100 km/hr,No,54,38,33,2,5
2306,2016,collision with some other object,Not at intersection,Other injury accident,110 km/hr,No,9,3,9,0,2
2307,2016,collision with some other object,Not at intersection,Other injury accident,30km/hr,No,1,1,0,0,0
2308,2016,collision with some other object,Not at intersection,Other injury accident,40 km/hr,No,2,2,1,0,0
2309,2016,collision with some other object,Not at intersection,Other injury accident,50 km/hr,No,6,5,4,1,0
2310,2016,collision with some other object,Not at intersection,Other injury accident,60 km/hr,No,16,12,8,0,1
2311,2016,collision with some other object,Not at intersection,Other injury accident,60 km/hr,Yes,3,3,3,0,1
2312,2016,collision with some other object,Not at intersection,Other injury accident,70 km/hr,No,2,2,2,0,1
2313,2016,collision with some other object,Not at intersection,Other injury accident,80 km/hr,No,22,18,15,0,4
2314,2016,collision with some other object,Not at intersection,Other injury accident,Camping grounds or off road,No,10,10,0,0,0
2315,2016,collision with some other object,Not at intersection,Other injury accident,Not known,No,18,16,3,1,0
2316,2016,collision with some other object,Not at intersection,Other injury accident,Not known,Yes,1,1,1,0,0
2317,2016,collision with some other object,Not at intersection,Serious injury accident,100 km/hr,No,32,22,18,1,2
2318,2016,collision with some other object,Not at intersection,Serious injury accident,100 km/hr,Yes,1,1,1,0,0
2319,2016,collision with some other object,Not at intersection,Serious injury accident,50 km/hr,No,9,6,3,0,2
2320,2016,collision with some other object,Not at intersection,Serious injury accident,60 km/hr,No,2,1,1,0,0
2321,2016,collision with some other object,Not at intersection,Serious injury accident,80 km/hr,No,12,10,5,0,1
2322,2016,collision with some other object,Not at intersection,Serious injury accident,Camping grounds or off road,No,3,3,0,0,0
2323,2016,collision with some other object,Not at intersection,Serious injury accident,Not known,No,9,8,0,0,0
2324,2016,collision with some other object,T intersection,Other injury accident,60 km/hr,No,3,2,1,0,0
2325,2016,collision with some other object,T intersection,Other injury accident,60 km/hr,Yes,1,1,1,0,0
2326,2016,collision with some other object,T intersection,Other injury accident,80 km/hr,No,16,4,6,0,0
2327,2016,collision with some other object,T intersection,Other injury accident,Camping grounds or off road,No,2,2,0,0,0
2328,2016,collision with some other object,T intersection,Other injury accident,Not known,No,2,2,0,0,0
2329,2016,collision with some other object,T intersection,Serious injury accident,100 km/hr,No,1,1,1,0,0
2330,2016,collision with some other object,T intersection,Serious injury accident,60 km/hr,No,2,1,1,1,0
2331,2016,collision with some other object,T intersection,Serious injury accident,Camping grounds or off road,No,1,1,0,0,0
2332,2017,Collision with a fixed object,Cross intersection,Fatal accident,60 km/hr,No,3,3,2,0,1
2333,2017,Collision with a fixed object,Cross intersection,Fatal accident,70 km/hr,No,1,1,0,0,0
2334,2017,Collision with a fixed object,Cross intersection,Fatal accident,80 km/hr,No,1,1,0,0,0
2335,2017,Collision with a fixed object,Cross intersection,Other injury accident,100 km/hr,No,2,2,1,1,0
2336,2017,Collision with a fixed object,Cross intersection,Other injury accident,40 km/hr,No,3,2,2,0,0
2337,2017,Collision with a fixed object,Cross intersection,Other injury accident,40 km/hr,Yes,1,1,1,0,0
2338,2017,Collision with a fixed object,Cross intersection,Other injury accident,50 km/hr,No,26,17,18,0,4
2339,2017,Collision with a fixed object,Cross intersection,Other injury accident,50 km/hr,Yes,4,4,3,0,0
2340,2017,Collision with a fixed object,Cross intersection,Other injury accident,60 km/hr,No,43,31,28,0,10
2341,2017,Collision with a fixed object,Cross intersection,Other injury accident,60 km/hr,Yes,6,4,4,0,2
2342,2017,Collision with a fixed object,Cross intersection,Other injury accident,70 km/hr,No,9,6,7,1,2
2343,2017,Collision with a fixed object,Cross intersection,Other injury accident,70 km/hr,Yes,1,1,1,0,0
2344,2017,Collision with a fixed object,Cross intersection,Other injury accident,80 km/hr,No,11,10,6,0,1
2345,2017,Collision with a fixed object,Cross intersection,Other injury accident,80 km/hr,Yes,1,1,1,0,0
2346,2017,Collision with a fixed object,Cross intersection,Other injury accident,Camping grounds or off road,No,1,1,1,0,0
2347,2017,Collision with a fixed object,Cross intersection,Other injury accident,Not known,No,2,2,2,1,0
2348,2017,Collision with a fixed object,Cross intersection,Serious injury accident,100 km/hr,No,5,3,2,0,0
2349,2017,Collision with a fixed object,Cross intersection,Serious injury accident,100 km/hr,Yes,2,2,1,0,0
